695,AltaMed PACE  Westlake,"2100 W 3rd St STE 101,Los Angeles,California 90057-1944",0,1.06,8774644772,www.altamed.org,90057-1944
696,AltaMed Medical Group  Westlake 3rd Street,"2100 W 3rd St STE 400,Los Angeles,California 90057-2290",0,1.06,2133559896,www.altamed.org,90057-2290
697,QueensCare Health Centers  Westlake North,"303 Loma Dr STE 202,Los Angeles,California 90017-1103",0,1.19,3236351140,,90017-1103
698,The Virgil,"137 N Virgil Ave,Los Angeles,California 90004-4811",0,1.28,3236531990,,90004-4811
699,Benevolence Health Center Alvarado,"2065 W 6th St STE 110,Los Angeles,California 90057-3180",0,1.32,2132632468,,90057-3180
700,JWCH PATH Clinic,"320 N Madison Ave STE A,Los Angeles,California 90004-3791",0,1.40,8667335924,www.jwchinstitute.org,90004-3791
701,Angeles Community Health Center  7th Street  Fl 3,"1919 W 7th St FL 3,Los Angeles,California 90057-4103",0,1.56,3234132222,www.angelescommunity.org,90057-4103
702,Angeles Community Health Center  7th Street,"1919 W 7th St,Los Angeles,California 90057-4103",0,1.56,2134132222,www.angelescommunity.org,90057-4103
703,AltaMed PACE  Grand Plaza,"701 W Cesar E Chavez Ave,Los Angeles,California 90012-2104",0,1.58,2132175300,www.altamed.org,90012-2104
704,CNHF  Wilshire Clinic B,"1245 Wilshire Blvd Ste 715,Los Angeles,California 90017-4807",0,1.59,2136433170,,90017-4807
705,CNHF  Wilshire Clinic A,"1245 Wilshire Blvd STE 717,Los Angeles,California 90017-4813",0,1.59,2133716212,,90017-4813
706,San Judas Community Health Center  Wilshire,"2972 Wilshire Blvd UNIT 2,Los Angeles,California 90010-1101",0,1.61,2134840000,,90010-1101
707,Unicare Community Health Center Inc  Westlake 20,"741 S Alvarado St,Los Angeles,California 90057-4021",0,1.64,2134136666,http://www.unicarechc.org/,90057-4021
708,CNHF  Lucas Clinic,"1127 Wilshire Blvd STE 707,Los Angeles,California 90017-3908",0,1.65,2134824830,,90017-3908
709,APLA Health  Wellness Wilshire Dental Clinic,"1127 Wilshire Blvd STE 1504,Los Angeles,California 90017-4006",0,1.65,2132011388,www.apla.org,90017-4006
710,Trans Wellness Center,"3055 Wilshire Blvd STE 360,Los Angeles,California 90010-1129",0,1.68,3239932900,www.lalgbtcenter.org,90010-1129
711,Student Health  Wellness Center,"855 N Vermont Ave,Los Angeles,California 90029-3516",0,1.70,3239534000 x2485,www.jwchinstitute.org,90029-3516
712,CSC  Chinatown Ste 315,"767 N Hill St STE 315,Los Angeles,California 90012-2376",0,1.73,3238081700,www.cscla.org,90012-2376
713,Chinatown Service Center  Medical Mobile Van,"767 N Hill St,Los Angeles,California 90012-2343",0,1.73,2138081792,,90012-2343
714,CSC  Community Health Center Suite 400B,"767 N Hill St STE 400B,Los Angeles,California 90012-2381",0,1.73,2138081792,http://www.cscla.org/,90012-2381
715,CSC  Community Health Center,"767 N Hill St STE 200,Los Angeles,California 90012-2365",0,1.73,2138081792,,90012-2365
716,CSC  COMMUNITY HEALTH CENTER Suite 213,"767 N Hill St STE 213,Los Angeles,California 90012-2365",0,1.73,2138081792,,90012-2365
717,Precision Health Center  Hill Street,"709 N Hill St STE 18,Los Angeles,California 90012-2352",0,1.76,2136870888,precisionhealthnetwork.com,90012-2352
718,Wesley Health Centers Vermont,"954 N Vermont Ave,Los Angeles,California 90029-3529",0,1.77,3232014516,,90029-3529
719,Wesley Health Centers Vermont Annex,"964 N Vermont Ave,Los Angeles,California 90029-3529",0,1.78,5628677999,www.jwchinstitute.org,90029-3529
720,AMH Comprehensive Medical Centers  Alvarado,"937 S Alvarado St STE 1D,Los Angeles,California 90006-3024",0,1.88,2134848786,,90006-3024
721,Kheir Wilshire Clinic 100,"3255 Wilshire Blvd STE 100,Los Angeles,California 90010-1405",0,1.93,2132352500,http://www.lakheir.org,90010-1405
722,KheirWilshire Clinic,"3255 Wilshire Blvd STE 120,Los Angeles,California 90010-1405",0,1.93,2132352500,www.lakheir.org,90010-1405
723,QueensCare Health Centers,"4618 Fountain Ave,Los Angeles,California 90029-1830",0,1.96,3239537170,http://queenscarehealthcenters.org/,90029-1830
724,AltaMed Medical Group  Northgate Market Olympic,"2323 W Olympic Blvd STE 102,Los Angeles,California 90006-2011",0,1.97,2133362659,www.altamed.org,90006-2011
725,APHCVLos Feliz Health Center,"1530 Hillhurst Ave,Los Angeles,California 90027-5516",0,2.02,3236443888,WWW.APHCV.ORG,90027-5516
726,Complete Care Community Health Center  N Vermont Avenue,"1300 N Vermont Ave STE 606,Los Angeles,California 90027-6088",0,2.03,3236606200,,90027-6088
727,AltaMed General Pediatrics  Childrens Hospital,"4650 W Sunset Blvd,Los Angeles,California 90027-6062",0,2.08,3236692113,www.altamed.org,90027-6062
728,AltaMed Medical Group William Mead,"268 Bloom St  322,Los Angeles,California 90012-1973",0,2.20,3232760267,www.altamed.org,90012-1973
729,JWCH Medical Clinic  St George Hotel,"115 E 3rd St,Los Angeles,California 90013-1301",0,2.20,2133531118,www.jwchinstitute.org,90013-1301
730,Los Angeles Christian Health Centers at New Genesis,"456 S Main St,Los Angeles,California 90013-1390",0,2.26,3232766470,www.lachc.com,90013-1390
731,JWCH Institute  Downtown Womens Center,"442 S Los Angeles St,Los Angeles,California 90013-1425",0,2.31,2132232900,,90013-1425
732,APHCV  John Marshall High School Health Center,"3939 Tracy St,Los Angeles,California 90027-3207",0,2.34,3236651129,WWW.APHCV.ORG,90027-3207
733,Kheir Family and Pediatric Clinic,"3671 W 6th St STE A,Los Angeles,California 90020-3894",0,2.35,2132352500,www.lakheir.org,90020-3894
734,APLA HealthDavid Geffen Center,"611 S Kingsley Dr,Los Angeles,California 90005-2319",0,2.38,2132011600,www.apla.org,90005-2319
735,Kheir Clinic,"3727 W 6th St STE 200,Los Angeles,California 90020-5108",0,2.41,2132352500,http://www.lakheir.org,90020-5108
736,Los Angeles Christian Health Centers at Winston St,"311 Winston St,Los Angeles,California 90013-1519",0,2.44,2138931960 x115,www.lachc.com,90013-1519
737,CMOAR  Instituto de Educacion Popular,"1565 W 14th St,Los Angeles,California 90015-2703",0,2.45,2132522952,,90015-2703
738,Kheir ClinicDental  Optometry,"3750 W 6th St,Los Angeles,California 90020-5100",0,2.45,2132352500,http:www.lakheir.org,90020-5100
739,CHLA Division of Adolescent and Young Adult Medicine,"5000 W Sunset Blvd STE 440,Los Angeles,California 90027-5861",0,2.45,3233612153,,90027-5861
740,LACHC at 341 Winston St,"341 Winston St,Los Angeles,California 90013-1519",0,2.47,2138931960,,90013-1519
741,Los Angeles Christian Health Centers at Los Angeles Mission,"303 E 5th St,Los Angeles,California 90013-1505",0,2.47,2136291227,www.lachc.com,90013-1505
742,LACHC Joshua House Annex at 339 Winston St,"339 Winston St,Los Angeles,California 90013-1519",0,2.47,2138931960,,90013-1519
743,JWCH Medical Clinic at Downtown Womens Center,"442 S San Pedro St,Los Angeles,California 90013-2132",0,2.51,2132232900,www.jwchinstitute.org,90013-2132
744,JWCH Medical Clinic  Simone Hotel,"520 San Julian St,Los Angeles,California 90013-1513",0,2.51,2133531118,www.jwchinstitute.org,90013-1513
745,Mission City Community Network  Wilshire,"3660 Wilshire Blvd STE 102,Los Angeles,California 90010-2716",0,2.53,8188953100,www.mccn.org,90010-2716
746,Kwang He Won Health Center,"815 S Ardmore Ave FL 1,Los Angeles,California 90005-2597",0,2.53,2133850448,www.kwanghewon.org,90005-2597
747,Wesley Health Centers Corner of Hope,"500 S San Pedro St,Los Angeles,California 90013-2102",0,2.55,5628677999,www.jwchinstitute.org,90013-2102
748,Los Angeles Christian Health Centers at Joshua House Health Center,"325 E 7th St,Los Angeles,California 90014-2209",0,2.56,2138931960 x21389,www.lachc.com,90014-2209
749,LACHC Mobile Medical Van 1,"325 E 7th St,Los Angeles,California 90014-2209",0,2.56,2138931960,,90014-2209
750,JWCH Institute Center for Community Health,"522 S San Pedro St,Los Angeles,California 90013-2102",0,2.56,2134864040,jwchinstitute.org,90013-2102
751,JWCH Institute Inc Medical Clinic  Weingart Center,"522 S San Pedro St,Los Angeles,California 90013-2102",0,2.56,2136222639,www.jwchinstitute.org,90013-2102
752,JWCH Medical Clinic  Charles Cobb Hotel,"521 S San Pedro St,Los Angeles,California 90013-2148",0,2.56,2133531118,www.jwchinstitute.org,90013-2148
753,St Anthony Medical Centers  Pico Site,"2515 W Pico Blvd,Los Angeles,California 90006-4003",0,2.57,2133844555,http://stanthonymedical.org/,90006-4003
754,Los Angeles Christian Health Centers At Union Rescue Mission,"545 S San Pedro St,Los Angeles,California 90013-2101",0,2.58,2138931960,,90013-2101
755,Herman Ostrow School of Dentistry of USC,"545 S San Pedro St,Los Angeles,California 90013-2101",0,2.58,2133476357,,90013-2101
756,Los Angeles Christian Health Centers  HHCLA Harm Reduction Center,"512 E 4th St,Los Angeles,California 90013-2104",0,2.59,2136178408,,90013-2104
757,Wesley Health Centers  San Julian Oasis,"628 San Julian St,Los Angeles,California 90014-2412",0,2.60,8667335924,http://jwchinstitute.org/,90014-2412
758,Los Angeles Christian Health Centers at Midnight Mission,"601 S San Pedro St,Los Angeles,California 90014-2415",0,2.64,2136249258,www.lachc.com,90014-2415
759,JWCH MEDICAL CLINIC  WEINGART,"515 E 6th St,Los Angeles,California 90021-1009",0,2.64,2136222639,http://www.jwchinstitute.org/clinic_weingart.htm,90021-1009
760,JWCH MOBILE MEDICAL CLINIC,"515 E 6th St,Los Angeles,California 90021-1009",0,2.64,2136222639,WWW.JWCHINSTITUTE.ORG/HOMELESS.HTM#WEINGART_MEDICAL,90021-1009
761,JWCH Medical Clinic  Abbey Apartments,"625 S San Pedro St,Los Angeles,California 90014-2424",0,2.65,2133531118,www.jwchinstitute.org,90014-2424
762,3CCC  Olympic,"3030 W Olympic Blvd STE 206,Los Angeles,California 90006-6506",0,2.69,2133222666,https://www.3cmedicalclinic.org/,90006-6506
763,San Judas Community Health Center SJCHC,"1080 N Western Ave,Los Angeles,California 90029-2310",0,2.72,3239573737,http://sanjudaschc.org/,90029-2310
764,Eisner Health Family Medicine Center at California Hospital,"1400 S Grand Ave STE 101,Los Angeles,California 90015-3048",0,2.75,2137440801,www.eisnerhealth.org,90015-3048
765,Eisner Health  Family Medicine Center at California Hospital,"1400 S Grand Ave Ste 101,Los Angeles,California 90015-3048",0,2.75,2137440801,www.eisnerhealth.org,90015-3048
766,Northeast Community Clinic,"1414 S Grand Ave STE 300,Los Angeles,California 90015-3072",0,2.76,2132221300,www.necc.net,90015-3072
767,Unicare Community Health Center Inc  Lincoln Heights,"2409 N Broadway,Los Angeles,California 90031-2218",0,2.76,3232258038,,90031-2218
768,ARROYO VISTA FAMILY HEALTH CENTER  Lincoln Heights,"2411 N Broadway,Los Angeles,California 90031-2218",0,2.77,3239872000 x0,www.arroyovista.org,90031-2218
769,Northeast Community Clinic,"1414 S Grand Ave STE 380,Los Angeles,California 90015-3072",0,2.77,2137439000,www.necc.net,90015-3072
770,Northeast Community Clinic,"1414 S Grand Ave STE 200,Los Angeles,California 90015-3072",0,2.77,2134199600,www.necc.net,90015-3072
771,NORTHEAST COMMUNITY CLINIC,"1414 S Grand Ave STE 456,Los Angeles,California 90015-3071",0,2.77,2137456047,www.necc.net,90015-3071
772,Eisner Health  Womens Health Center,"1513 S Grand Ave STE 220,Los Angeles,California 90015-3075",0,2.81,2137475542,www.eisnerhealth.org,90015-3075
773,Eisner Health  Womens Health Center,"1513 S Grand Ave STE 220,Los Angeles,California 90015-3075",0,2.81,2137475542,www.eisnerhealth.org,90015-3075
774,Eisner Health,"1500 S Olive St,Los Angeles,California 90015-3023",0,2.83,2137475542,www.eisnerhealth.org,90015-3023
775,SJCH at Magnolia Place,"1910 Magnolia Ave STE 101,Los Angeles,California 90007-1220",0,2.84,3235411411,wellchild.org,90007-1220
776,Eisner Health,"1530 S Olive St,Los Angeles,California 90015-3023",0,2.85,2137475542,www.eisnerhealth.org,90015-3023
777,Eisner Health  Olive Street,"1530 S Olive St,Los Angeles,California 90015-3023",0,2.85,2137475542,www.eisnerhealth.org,90015-3023
778,Hollywood Wilshire Health Center and Wallis Annenberg Children  Family Health Center,"5205 Melrose Ave,Los Angeles,California 90038-3144",0,2.87,3233301819,www.sabancommunityclinic.org,90038-3144
779,Childrens Hospital Los Angeles  Covenant House California,"1325 N Western Ave,Los Angeles,California 90027-5615",0,2.87,3234613131,,90027-5615
780,Saban Community Clinic Hollywood Wilshire Health Center,"5205 Melrose Ave,Los Angeles,California 90038-3144",0,2.87,3233371804,thesabanfreeclinic.org,90038-3144
781,White Memorial Community Health CenterMendez High School,"1200 Plaza del Sol,Los Angeles,California 90033",0,2.89,3239871200,,90033
782,Childrens Hospital Los Angeles  Jovenes,"1208 Pleasant Ave,Los Angeles,California 90033-2356",0,2.92,3236692503,,90033-2356
783,SJCH Mendez High School Health and Wellness Center,"1321 E 1st St,Los Angeles,California 90033-3217",0,2.98,3235411600,,90033-3217
784,Eisner Health at Women Infants and Children WIC,"1649 W Washington Blvd,Los Angeles,California 90007-1116",0,3.01,2137475542,www.eisnerhealth.org,90007-1116
785,Via Care Los Angeles Trade Tech College,"400 W Washington Blvd STE D3107A,Los Angeles,California 90015-4108",0,3.02,3232689191,,90015-4108
786,Los Angeles Christian Health Centers at Dolores Mission School,"170 S Gless St,Los Angeles,California 90033-3308",0,3.21,2138931960,www.lachc.com,90033-3308
787,SJCH Traynham Health Center,"326 W 23rd St,Los Angeles,California 90007-2612",0,3.28,3235411411,http://www.wellchild.org,90007-2612
788,Wesley Health Centers  Zonal Ave,"1774 Zonal Ave BLDG E,Los Angeles,California 90033-1064",0,3.30,3233525650,http://jwchinstitute.org/,90033-1064
789,Eisner Health  Student and Family Wellness Center at Santee,"1921 Maple Ave,Los Angeles,California 90011-1036",0,3.31,2137475542 x3563,www.eisnerhealth.org,90011-1036
790,Eisner Health at San Pedro Street Elementary School,"1635 S San Pedro St,Los Angeles,California 90015-3706",0,3.34,2137475542,www.eisnerhealth.org,90015-3706
791,WMCHCDental,"1828 E Cesar E Chavez Ave STE 4100,Los Angeles,California 90033-2400",0,3.35,3239871200,wmchealthcenter.org,90033-2400
792,WMCHC  Family Practice  Suite 4300,"1828 E Cesar E Chavez Ave,Los Angeles,California 90033-2400",0,3.35,3239871200,https://wmchealthcenter.org/,90033-2400
793,WMCHCMedical and Mental Health,"1828 E Cesar E Chavez Ave STE 5000,Los Angeles,California 90033-2487",0,3.35,3239871200,wmchealthcenter.org,90033-2487
794,Los Angeles Christian Health Centers at Pico Aliso,"1625 E 4th St,Los Angeles,California 90033-4201",0,3.37,3232688391,www.lachc.com,90033-4201
795,LACHC at Pico Aliso Mental Health Suite,"1619 E 4th St,Los Angeles,California 90033-4201",0,3.37,2138931960,,90033-4201
796,Los Angeles Christian Health Centers at Exodus Recovery ICM,"1920 Marengo St,Los Angeles,California 90033-1317",0,3.42,3232766470,www.lachc.com,90033-1317
797,Universal Community Health Center  ONeill,"1919 S San Pedro St,Los Angeles,California 90011-1121",0,3.45,3232333100,,90011-1121
798,SJCH at Lincoln High School,"2512 Alta St,Los Angeles,California 90031-2457",0,3.47,3235411411,www.wellchild.org,90031-2457
799,My Friends Place  CHLA,"5850 Hollywood Blvd,Los Angeles,California 90028-5611",0,3.47,3236692503,,90028-5611
800,Mi Centro,"553 S Clarence St STE 6,Los Angeles,California 90033-4225",0,3.50,3239937500,www.lalgbtcenter.org,90033-4225
801,CNHF  Grand Clinic,"2614 S Grand Ave,Los Angeles,California 90007-2607",0,3.53,3232345000,www.cnhfclinic.org,90007-2607
802,AICHCAngeles,"3920 Eagle Rock Blvd STE A,Los Angeles,California 90065-3668",0,3.55,3232555225,www.aichc.org,90065-3668
803,CLINICA ROMERONORTHEAST,"2032 Marengo St,Los Angeles,California 90033-1319",0,3.55,2139897700,www.clinicaromero.com,90033-1319
804,CLINCA MSR OSCAR A ROMERONE,"2032 Marengo St,Los Angeles,California 90033-1319",0,3.55,3239871030,,90033-1319
805,Universal Community Health Center  Washington,"1005 E Washington Blvd,Los Angeles,California 90021-3068",0,3.58,3232333100,www.uchcla.org,90021-3068
806,S Mark Taper Foundation Health Center,"6043 Hollywood Blvd,Los Angeles,California 90028-5411",0,3.69,3233301668,www.sabancommunityclinic.org,90028-5411
807,The Saban Community Clinic  The S Mark Taper Foundation Health Center,"6043 Hollywood Blvd,Los Angeles,California 90028-5411",0,3.69,3233371736,thesabanfreeclinic.org,90028-5411
808,Saban Community Clinic  Mobile Clinic Site,"6043 Hollywood Blvd,Los Angeles,California 90028-5411",0,3.69,3236531990,,90028-5411
809,Central Medical Clinic,"3533 W Pico Blvd,Los Angeles,California 90019-4534",0,3.75,3237341600,www.bhchealth.org,90019-4534
810,AltaMed Medical Group Medical and Dental Mobile Unit,"2219 E 1st St,Los Angeles,California 90033-3901",0,3.77,3237258751,,90033-3901
811,AltaMed Medical and Dental Group East Los Angeles 1st Street,"2219 E 1st St,Los Angeles,California 90033-3901",0,3.77,3232690421,www.altamed.org,90033-3901
812,Universal Community Health Center Central,"2098 S Central Ave,Los Angeles,California 90011-1235",0,3.80,3232333100 x303,,90011-1235
813,Mission City Community Network  Central,"1204 S Central Ave,Glendale,California 91204-2504",0,3.85,8188953100,,91204-2504
814,TriState Community Healthcare Center LA Mobile Unit,"4137 Verdugo Rd,Los Angeles,California 90065-3820",0,3.90,3233449255,http://tristateclinics.org/,90065-3820
815,TriState Community Healthcare Center Los Angeles,"4137 Verdugo Rd,Los Angeles,California 90065-3820",0,3.90,3233449255,http://tristateclinics.org/,90065-3820
816,TriState Community Healthcare Center LA Mobile Unit,"4137 Verdugo Rd,Los Angeles,California 90065-3820",0,3.90,3233449255,,90065-3820
817,Universal Community Health Center  San Pedro,"2801 S San Pedro St,Los Angeles,California 90011-2023",0,3.94,3232333100,uchcla.org,90011-2023
818,Universal Community Health Center  Mobile Unit 1,"2801 S San Pedro St,Los Angeles,California 90011-2023",0,3.94,3232333100,www.uchcla.org,90011-2023
819,Universal Community Health Center  Mobile Unit 2,"2801 S San Pedro St,Los Angeles,California 90011-2023",0,3.94,3232333100,,90011-2023
820,Triangle Square First Floor Mental Health Office,"1602 Ivar Ave,Los Angeles,California 90028-6353",0,3.98,3239937500,www.lalgbtcenter.org,90028-6353
821,SJCH  Roosevelt High SchoolBased Health Center,"444 S Mathews St,Los Angeles,California 90033-4326",0,4.01,3235411600,,90033-4326
822,All For Health Health For All  Pediatrics,"1030 S Glendale Ave STE 307,Glendale,California 91205-2866",0,4.02,8188394160,www.all4health.org,91205-2866
823,St Anthony Medical Centers  Hollywood Site,"6368 Hollywood Blvd,Los Angeles,California 90028-6320",0,4.07,3234695555,,90028-6320
824,CNHF  Central Clinic,"2707 S Central Ave,Los Angeles,California 90011-5527",0,4.12,3104187786 x31041,,90011-5527
825,Eisner Health Family Planning Clinic at Los Angeles High School,"4650 W Olympic Blvd,Los Angeles,California 90019-1831",0,4.12,2137475542 x3569,www.eisnerhealth.org,90019-1831
826,All For Health Health For All  South Central Avenue,"800 S Central Ave STE 308,Glendale,California 91204-4644",0,4.16,8184093020,www.all4health.org,91204-4644
827,AltaMed Medical Group  Ramona Gardens,"1424 Crusado Ln  168,Los Angeles,California 90033-1512",0,4.17,3232260623,www.altamed.org,90033-1512
828,QueensCare Health Centers,"4448 York Blvd,Los Angeles,California 90041-3328",0,4.18,3233445233,http://queenscarehealthcenters.org/,90041-3328
829,Childrens Hospital Los Angeles  Beachwood House,"2471 N Beachwood Dr,Los Angeles,California 90068-3004",0,4.20,3233612153,,90068-3004
830,All For Health South Central II,"710 S Central Ave STE 350,Glendale,California 91204-4647",0,4.22,8184093020,http://all4health.org/,91204-4647
831,LAGLC Transitional Living Program,"1625 Schrader Blvd,Los Angeles,California 90028-6213",0,4.22,3239937471,,90028-6213
832,Los Angeles Gay  Lesbian Center,"1625 Schrader Blvd,Los Angeles,California 90028-6213",0,4.22,3239937500,http://laglc.convio.net/site/PageServer,90028-6213
833,AltaMed Behavioral Health at Johnnie Cochran Jr Middle School,"4066 W Johnnie Cochran Vis,Los Angeles,California 90019-6025",0,4.24,8554251777,,90019-6025
834,Universal Community Health Center  Quincy,"900 E 33rd St,Los Angeles,California 90011-2524",0,4.29,3232333100,https://www.uchcla.org/,90011-2524
835,The Center at Blessed Sacrament,"6636 Selma Ave,Los Angeles,California 90028-7115",0,4.30,3233783225,,90028-7115
836,COMPLETE CARE COMMUNITY HEALTH CENTER,"2928 E Cesar E Chavez Ave,Los Angeles,California 90033-3110",0,4.32,3232666700,Under Construction,90033-3110
837,Kedren Community Health  Amity,"3745 S Grand Ave,Los Angeles,California 90007-4332",0,4.32,3232340616,,90007-4332
838,SJCH Rolland Curtis Gardens Health Center,"1060 Exposition Blvd,Los Angeles,California 90007-4242",0,4.36,3235411600,www.wellchild.org,90007-4242
839,LAGLC Youth Center on Highland,"1220 N Highland Ave,Los Angeles,California 90038-1207",0,4.38,3238602280,,90038-1207
840,Comprehensive Community Health Centers IncGlendale,"801 S Chevy Chase Dr STE 250,Glendale,California 91205-4433",0,4.40,8182652264,www.cchccenters.org,91205-4433
841,Edison Pacific Health Center,"437 S Pacific Ave,Glendale,California 91204-1441",0,4.40,8182411500,www.all4health.org,91204-1441
842,Northeast Community Clinic  Highland Park,"5420 N Figueroa St,Los Angeles,California 90042-4118",0,4.46,3232563884,WWW.NECC.NET,90042-4118
843,South Central Family Health Center Mobile Unit,"3410 Hooper Ave,Los Angeles,California 90011-2161",0,4.49,3239084200,www.scfhc.org,90011-2161
844,Wellness Center at Jefferson High School,"3410 Hooper Ave,Los Angeles,California 90011-2161",0,4.49,3239084402,,90011-2161
845,Eisner Health at Nevin Avenue Elementary School,"1569 E 32nd St,Los Angeles,California 90011-2213",0,4.56,2137475542,www.eisnerhealth.org,90011-2213
846,Comprehensive Community Health Centers IncHighland Park,"5059 York Blvd,Los Angeles,California 90042-1713",0,4.60,3233444144,www.cchccenters.org,90042-1713
847,Eisner Health at Wadsworth Avenue Elementary School,"981 E 41st St,Los Angeles,California 90011-2753",0,4.67,2137475542,www.eisnerhealth.org,90011-2753
848,Kedren Pediatric Center,"4211 Avalon Blvd STE B,Los Angeles,California 90011-5622",0,4.80,3232340616,,90011-5622
849,Northeast Community Clinic Mobile Medical Van,"5820 N Figueroa St,Los Angeles,California 90042-4228",0,4.80,6264576900,www.necc.net,90042-4228
850,Kedren Community Care Clinic,"4211 Avalon Blvd STE A,Los Angeles,California 90011-5622",0,4.80,3234325122,www.kedrenmentalhealth.com,90011-5622
851,Universal Community Health Center  MLK,"1021 W Martin Luther King Jr Blvd,Los Angeles,California 90037-1816",0,4.82,3232333100,,90037-1816
852,Cedar House,"141 S Cedar St,Glendale,California 91205-1207",0,4.85,8188394010,www.all4health.org,91205-1207
853,THE Clinic Inc  Western,"3834 S Western Ave,Los Angeles,California 90062-1104",0,4.89,3237301920,,90062-1104
854,THE CLINIC INC,"3834 S Western Ave,Los Angeles,California 90062-1104",0,4.89,3237301920 x3007,www.ToHelpEveryone.org,90062-1104
855,All for Health Health for All,"519 E Broadway,Glendale,California 91205-1110",0,4.90,8184093020,,91205-1110
856,SJCH Manual Arts High Schoolbased Clinic,"4085 S Vermont Ave,Los Angeles,California 90037-1942",0,4.91,3235411411,,90037-1942
857,ARROYO VISTA FAMILY HEALTH CENTER  El Sereno Valley,"4815 Valley Blvd STE C,Los Angeles,California 90032-3300",0,4.92,3232221134 x0,www.arroyovista.org,90032-3300
858,ARROYO VISTA FAMILY HEALTH CENTER    El Sereno Huntington Dr,"4837 Huntington Dr N,Los Angeles,California 90032-1981",0,4.95,3232250024,www.arroyovista.org,90032-1981
859,ARROYO VISTA FAMILY HEALTH CENTER  Mobile Clinic,"6000 N Figueroa St,Los Angeles,California 90042-4232",0,4.96,3232545221,www.arroyovista.org,90042-4232
860,ARROYO VISTA FAMILY HEALTH CENTER  Highland Park,"6000 N Figueroa St,Los Angeles,California 90042-4232",0,4.96,3232545291 x0,www.arroyovista.org,90042-4232
861,AltaMed Medical Group Estrada Courts,"1305 S Concord St  18,Los Angeles,California 90023-3503",0,5.04,3239819816,www.altamed.org,90023-3503
862,South Central Family Health Center Vernon Medical Building,"1028 E Vernon Ave,Los Angeles,California 90011-3717",0,5.04,3239084200,www.scfhc.org,90011-3717
863,Los Angeles Christian Health Centers at Gateways Percy Village,"3455 Percy St,Los Angeles,California 90023-1716",0,5.04,2138931930,www.lachc.com,90023-1716
864,South Central Family Health Center Vernon Avenue Site,"1111 E Vernon Ave,Los Angeles,California 90011-3718",0,5.05,3239084200,www.scfhc.org,90011-3718
865,SCFHC Vision Center,"4411 S Central Ave,Los Angeles,California 90011-3629",0,5.07,3239084200,,90011-3629
866,SCFHC MedicalDental Annex,"4415 S Central Ave STE 100,Los Angeles,California 90011-3629",0,5.08,3239084200,www.scfhc.org,90011-3629
867,SOUTH CENTRAL FAMILY HEALTH CENTER,"4425 S Central Ave,Los Angeles,California 90011-3629",0,5.10,3239084200,www.scfhc.org,90011-3629
868,APLA Health  Michael Gottlieb Health Center,"7531 Santa Monica Blvd Ste 100,West Hollywood,California 90046-6458",0,5.22,3232151725,,90046-6458
869,Temporary Site  BHS Boyle Heights Recovery Center,"3421 E Olympic Blvd,Los Angeles,California 90023-3030",0,5.28,3106799126,,90023-3030
870,Childrens Hospital Los Angeles  Ruths Place,"4775 S Broadway,Los Angeles,California 90037-3200",0,5.40,3234322440,,90037-3200
871,Precision Health Center Whittier,"3712 Whittier Blvd,Los Angeles,California 90023-1733",0,5.45,2136870888,,90023-1733
872,Crenshaw Community Clinic,"3631 Crenshaw Blvd STE 109,Los Angeles,California 90016-4869",0,5.47,3237320100,www.bhchealth.org,90016-4869
873,Center South,"2313 W Martin Luther King Jr Blvd,Los Angeles,California 90008-2724",0,5.51,3238603799,www.lalgbtcenter.org,90008-2724
874,Mission CIty Community Network Fairfax,"359 N Fairfax Ave,Los Angeles,California 90036-2179",0,5.55,8188953100,,90036-2179
875,Comprehensive Community Health Centers IncEagle Rock,"1704 Colorado Blvd,Los Angeles,California 90041-1338",0,5.55,3232564116,www.cchccenters.org,90041-1338
876,JWCH Institute Inc Mini House Residential Treatment,"303 E 52nd St,Los Angeles,California 90011-4513",0,5.63,3232014516,,90011-4513
877,APLA HealthOlympic,"5901 W Olympic Blvd STE 500,Los Angeles,California 90036-4670",0,5.63,3232151725,,90036-4670
878,APLA HealthOlympic 310,"5901 W Olympic Blvd STE 310,Los Angeles,California 90036-4664",0,5.63,3232151725,,90036-4664
879,AltaMed Medical  Dental Group East LAWhittier West Boyle Heights,"3945 Whittier Blvd,Los Angeles,California 90023-2440",0,5.71,3232651998,www.altamed.org,90023-2440
880,AltaMed Pharmacy  Boyle Heights,"3945 Whittier Blvd,Los Angeles,California 90023-2440",0,5.71,8884999303,www.altamed.org,90023-2440
881,SJCH 50th Street Dental Clinic at Boys  Girls Club,"1000 W 50th St,Los Angeles,California 90037-2924",0,5.72,3235411411,,90037-2924
882,BHS  Crenshaw Health Center,"3850 Crenshaw Blvd,Los Angeles,California 90008-1821",0,5.82,3234389607,,90008-1821
883,Central City Community Health Center Inc  Broadway,"5715 S Broadway,Los Angeles,California 90037-4131",0,6.02,3239480444,www.centralcityhealth.org,90037-4131
884,Universal Community Health Center  Almaguer,"4527 E Cesar E Chavez Ave,Los Angeles,California 90022-1116",0,6.05,3232333100,,90022-1116
885,SJCH LEWIS FRAYSER CLINIC,"5701 S Hoover St,Los Angeles,California 90037-4045",0,6.11,3235411411,www.sjch.org,90037-4045
886,SJCH Mobile 1,"808 W 58th St,Los Angeles,California 90037-3632",0,6.15,3235411411,,90037-3632
887,SJCH  Mobile 3,"808 W 58th St,Los Angeles,California 90037-3632",0,6.15,3235411400,,90037-3632
